UniqueCount	AmbigCount
33	0
19	0
47	0
162	0
74	0
10	0
142	0
311	0
64	0
19	0
63	0
301	0
34	0
366	0
4	0
347	219
55	0
8	0
940	0
435	0
2071	0
31	0
55	0
27	0
41	0
10	0
26	0
118	0
206	0
433	0
179	0
981	0
4	0
1	0
416	1813
56	0
45	0
79	0
283	0
15	0
266	0
51	0
296	0
84	3
19	0
37	0
21	0
112	0
34	0
51	0
60	0
56	0
16	0
40	0
10	0
138	0
111	0
31	0
38	0
105	0
80	0
49	0
34	0
34	0
20	0
10	0
19	0
0	0
41	0
33	0
40	0
50	0
45	0
60	0
65	0
20	0
42	0
123	0
122	0
67	0
15	0
315	0
126	0
512	162
10	0
65	0
33	0
258	0
28	0
0	0
0	0
391	0
113	0
9	0
5	0
193	0
453	78
51	0
9	0
39	0
487	38
25	0
72	0
22	0
5	0
14	0
16	0
39	0
435	0
61	0
181	0
49	0
160	0
159	0
8	0
172	0
22	0
44	0
40	0
12	0
156	0
10	0
68	0
33	0
6	0
24	0
2486	0
70	0
30	0
16	0
41	0
2	0
20	0
111	0
72	0
39	0
44	0
235	0
51	0
132	0
58	0
10	0
79	0
51	0
31	0
47	1
55	0
75	0
37	0
76	0
24	0
91	0
36	0
31	0
50	0
10	0
262	0
48	0
86	0
99	0
8100	0
123	0
3	0
45	0
31	0
15	0
24	0
61	0
3	0
354	0
107	0
5	0
20	0
32	0
16	0
51	0
33	0
13	0
12	0
122	0
343	78
19	0
23	0
17	0
84	0
7	0
14	0
1575	0
0	11
27	0
65	0
11	0
42	0
18	0
36	0
130	0
265	0
13	0
94	0
559	0
17	0
0	1
1366	0
30	0
141	0
73	0
191	0
31	0
157	0
859	0
26	0
0	0
52	0
81	0
149	0
11	0
7	0
43	0
34	0
230	0
19	0
185	0
279	0
31	0
85	0
554	0
41	0
127	0
58	0
66	0
33	0
21	0
26	0
22	0
26	0
979	6
46	0
88	0
289	0
92	0
32	0
115	0
44	0
0	1
189	48
39	0
52	0
16	0
18	0
106	0
31	0
100	0
83	0
10	0
121	0
41	0
50	0
32	0
38	0
222	0
28	0
173	0
40	0
31	0
90	0
139	0
12	0
197	0
605	14
56	0
334	177
91	0
45	0
380	0
29	0
22	0
53	0
50	0
13	0
19	0
1395	0
1	13
63	0
76	0
1998	0
19	0
9	0
60	0
54	0
36	0
16	0
58	0
163	0
15	0
57	0
7	0
48	0
11	0
995	0
425	0
0	1
0	1113
34	346
9	0
0	0
2	9
21	0
36	0
850	309
336	483
60	0
45	0
58	0
27	0
5	0
77	0
91	0
68	0
83	0
1	9
0	1
145	0
261	0
62	1
8	0
43	0
164	0
15	0
47	0
255	0
102	0
164	0
100	0
24	0
54	0
19	0
2119	0
2	0
0	0
17	0
24	0
16	0
63	0
42	0
43	0
18	0
18	0
31	0
46	0
55	0
13	0
20	0
1581	0
40	0
236	0
44	0
34	0
79	0
40	0
25	0
10	0
52	0
15	0
36	0
37	0
66	0
154	0
39	0
28	0
74	0
24	0
1573	0
61	0
266	0
27	0
28	0
28	0
17	0
71	0
124	0
23	0
51	0
19	0
112	0
16	0
10	0
122	0
66	0
51	0
83	0
8	0
1	0
106	0
12	0
11	0
11	0
43	0
3	0
69	0
8	0
37	0
200	0
58	0
242	0
196	0
32	0
210	0
690	489
1105	0
1	0
0	0
0	2
11	52
86	0
730	0
879	0
313	0
292	0
15	0
87	0
32	0
1	0
5	0
74	0
74	0
706	0
268	0
263	0
0	0
549	0
3	0
51	0
95	0
47	0
106	0
501	0
408	0
81	0
101	1
49	0
98	0
17	0
19	0
21	0
27	0
1079	0
6	0
60	0
156	0
16	0
28	0
86	0
113	42
23	42
87	0
37	0
62	0
52	0
603	0
311	0
598	0
54	0
97	0
79	0
54	0
30	0
12	0
23	0
5	0
54	0
242	0
27	0
18	10
20	0
202	0
68	0
32	0
275	0
0	0
93	0
148	0
91	0
36	0
61	0
59	0
57	0
68	0
1	0
66	0
14	0
185	0
50	0
24	0
22	0
154	0
43	0
33	0
48	0
128	37
6	112
33	0
48	0
97	0
449	0
56	0
87	0
84	0
182	0
8	0
102	0
69	0
130	0
19	0
42	0
92	0
296	0
264	0
18	0
53	0
17	0
86	0
11	0
65	0
24	0
58	0
72	0
68	0
10	0
2	0
18	0
12	0
6	0
62	0
196	0
31	0
46	0
20	0
45	0
2	0
41	0
208	0
7	0
19	0
224	381
44	0
150	0
25	0
6	0
48	0
45	0
7	0
49	0
26	0
61	0
20	0
4	0
6	0
12	0
80	0
16	0
9	0
30	0
26	0
15	0
72	0
372	0
128	0
13	0
34	0
294	0
32	0
14	0
29	0
23	0
36	0
49	0
19	0
270	1558
65	0
40	0
13	0
65	0
1008	0
0	1744
0	0
23	0
533	0
0	0
0	0
1	0
90	0
25	0
51	0
4	0
190	0
30	0
18	0
235	0
49	0
67	0
24	0
30	0
72	0
149	0
84	0
39	0
58	0
171	643
44	0
158	0
78	0
33	0
114	0
46	0
2	0
17	24
0	3
36	0
31	0
3	0
180	0
155	0
1	0
4	0
0	2
32	0
67	0
1741	0
65	0
40	0
27	0
52	0
2	0
410	0
21	0
11	0
1	9
16	0
102	0
23	0
178	0
270	0
11	0
194	0
15	0
3	0
0	0
29	0
208	0
24	0
268	0
217	0
256	0
67	0
60	0
20	0
17	0
67	0
0	0
38	0
31	0
78	0
423	2677
107	0
7	0
6	0
9	0
30	0
69	0
126	0
392	0
22	0
48	0
10	0
2	0
47	0
19	0
88	0
97	0
33	0
69	0
45	0
51	0
15	0
32	0
37	0
68	0
79	0
8	0
1	0
73	0
960	0
41	0
8	33
464	0
32	0
10	0
131	0
68	0
20	0
29	0
0	0
28	0
15	0
0	0
35	0
33	0
91	0
25	0
232	0
41	0
33	0
165	0
91	0
214	0
18	0
46	0
21	0
35	0
62	0
156	0
105	0
95	0
77	0
1539	0
30	0
133	0
20	0
14	0
28	0
166	0
5	0
37	0
30	0
83	0
135	0
32	0
16	0
3	0
180	5
92	0
384	0
12	0
38	0
12	0
31	0
0	0
101	0
12	0
118	0
1139	0
325	0
30	0
31	0
3	0
394	0
49	0
19	0
21	0
52	0
43	0
245	0
39	0
53	0
3178	0
104	0
571	0
22	0
67	0
114	0
135	0
12	0
95	0
26	0
56	0
110	0
24	0
8	0
65	0
28	0
644	0
95	0
498	0
80	0
22	0
25	0
330	0
88	0
184	643
4	0
20	0
107	0
0	0
37	0
970	0
3	0
22	0
320	22
0	65
66	0
23	0
39	0
76	17
48	9
77	92
70	0
49	0
113	0
98	0
13	0
31	0
22	0
13	0
120	0
30	0
404	0
51	0
22	0
7	0
193	0
20	0
39	0
415	334
87	0
58	0
29	0
24	0
201	0
242	0
38	0
6	0
33	0
123	0
169	0
38	0
17	0
381	14
7	0
24	0
60	0
304	0
69	0
13	0
138	0
1265	0
108	0
55	0
22	0
113	0
54	0
35	0
34	0
6	0
332	0
111	0
51	0
43	0
160	0
148	0
105	0
12	0
51	0
24	0
56	0
29	0
8	0
34	0
39	0
8	0
25	0
143	0
50	0
29	0
44	0
85	0
1	0
216	0
109	0
81	0
30	0
78	0
17	0
377	0
48	0
76	0
416	0
142	11
19	0
13	0
42	0
173	0
61	324
57	0
66	0
14	0
55	0
29	0
39	0
129	0
24	0
23	0
5	0
1	0
279	0
15	0
18	0
180	112
73	0
41	0
227	0
357	0
153	0
22	0
45	0
143	0
17	0
206	0
44	0
112	0
49	0
31	0
45	0
126	0
146	0
43	0
279	0
30	0
101	0
39	0
20	0
53	0
46	0
25	0
24	0
508	567
77	0
52	0
5	0
69	0
53	0
4	0
22	0
102	0
15	0
41	0
38	0
57	0
22	0
13	0
38	0
16	0
44	0
45	0
28	0
49	0
39	0
40	0
8	0
115	0
0	12
20	0
46	0
18	0
51	0
87	0
0	0
11	0
7	0
23	0
61	0
21	0
1516	0
137	550
0	2
156	0
42	0
18	0
14	0
40	0
0	1
244	0
10	0
18	0
53	0
147	0
