UniqueCount	AmbigCount
85	0
22	0
75	0
182	0
103	0
14	0
216	0
699	0
74	0
19	0
46	0
700	0
47	0
451	0
28	0
327	272
115	0
28	0
1047	0
597	0
2212	0
27	0
76	0
51	0
60	0
14	0
85	0
92	0
406	0
580	0
386	0
3250	0
0	0
6	3
542	2327
114	0
40	0
289	0
478	0
13	0
318	0
73	0
269	0
244	0
36	0
69	0
40	0
823	0
128	0
72	0
59	0
173	0
32	0
131	0
20	0
217	0
182	0
66	0
131	0
120	0
113	0
76	0
66	0
138	0
25	0
3	0
24	0
2	0
43	0
92	0
52	0
70	0
75	0
122	0
94	0
50	0
37	0
172	0
216	0
235	0
77	0
442	0
245	0
783	218
8	0
77	0
161	0
180	0
43	0
4	0
4	2
1682	0
310	0
9	0
4	0
348	0
928	74
143	0
27	0
38	0
478	23
61	0
63	0
118	0
48	0
51	0
31	0
49	0
395	0
134	0
255	0
66	0
151	0
483	0
19	0
325	0
36	0
83	0
136	0
115	0
254	0
20	0
125	0
52	0
13	0
82	0
2445	0
142	0
74	0
95	0
72	0
8	0
44	0
100	0
49	0
38	0
228	0
287	0
73	0
153	0
93	0
11	0
147	0
96	0
41	0
170	1
84	0
145	0
31	0
87	0
33	0
97	0
49	0
40	0
239	0
48	0
676	0
79	0
93	0
278	0
9227	0
138	0
4	1
90	0
119	0
18	0
105	0
78	0
86	0
238	0
92	0
4	0
76	0
37	0
38	0
105	0
61	0
30	0
21	0
157	0
315	74
72	0
45	0
32	0
301	0
28	0
16	0
2760	0
0	6
37	0
76	0
38	0
34	0
67	0
128	0
188	0
391	0
28	0
136	0
399	0
38	0
0	3
1018	0
62	0
203	0
189	0
287	0
414	0
298	0
1457	0
180	0
0	1
153	0
178	0
171	0
29	0
14	0
48	0
63	0
337	0
73	0
200	0
802	0
73	0
263	0
640	0
45	0
200	0
120	0
44	0
58	0
158	0
71	0
83	0
25	0
1022	6
277	0
219	0
252	0
266	0
118	0
325	0
112	0
0	2
300	51
51	0
61	0
51	0
33	0
612	0
54	0
408	0
147	0
17	0
178	0
189	0
76	0
92	0
74	0
980	0
35	0
396	0
105	0
46	0
140	0
150	0
26	0
284	0
604	13
133	0
221	131
134	0
34	0
712	0
63	0
37	0
133	0
287	0
26	0
52	0
1869	0
0	7
148	0
68	0
2562	0
68	0
106	0
65	0
89	0
47	0
23	0
91	0
117	0
46	0
118	0
24	0
246	0
28	0
1279	0
1091	0
0	0
0	5415
125	940
20	0
0	2
1	10
31	0
60	0
1414	441
553	909
113	0
110	0
89	0
29	0
15	0
94	0
116	0
85	0
80	0
1	10
0	4
268	0
1031	0
75	0
12	0
71	0
181	0
42	0
86	0
1379	0
199	0
390	0
155	0
34	0
253	0
82	0
2775	0
0	0
1	0
45	0
31	0
20	0
152	0
73	0
63	0
47	0
44	0
57	0
58	0
86	0
33	0
37	0
1273	0
83	0
389	0
68	0
111	0
138	0
190	0
73	0
133	0
67	0
25	0
102	0
61	0
96	0
189	0
44	0
54	0
58	0
45	0
10812	0
172	0
295	0
63	0
43	0
64	0
41	0
68	0
164	0
50	0
158	0
46	0
164	0
25	0
54	0
156	0
541	0
55	0
72	0
75	0
0	0
156	0
40	0
10	0
12	0
43	0
18	0
58	0
9	0
28	0
164	0
36	0
323	0
421	0
51	0
606	0
1176	876
3622	0
0	0
0	0
1	9
13	52
198	0
579	0
1554	0
367	0
567	0
46	0
84	0
50	0
2	0
24	0
107	0
134	0
691	0
196	0
207	0
1	0
668	0
11	0
329	0
92	0
79	0
134	0
850	0
408	0
65	0
123	1
67	0
76	0
22	0
25	0
25	0
48	0
1388	0
61	0
67	0
982	0
21	0
27	0
120	0
338	142
71	142
97	0
88	0
56	0
51	0
754	0
295	0
1384	0
184	0
132	0
118	0
55	0
151	0
78	0
21	0
9	0
125	0
343	0
65	0
107	32
24	0
250	0
75	0
19	0
955	0
0	1
168	0
224	0
114	0
59	0
101	0
285	0
84	0
100	0
7	0
230	0
125	0
620	0
63	0
60	0
36	0
95	0
152	0
133	0
91	0
260	37
18	180
36	0
107	0
107	0
570	0
78	0
174	0
151	0
256	0
5	0
101	0
178	0
142	0
26	0
106	0
120	0
383	0
327	0
69	0
83	0
44	0
161	0
50	0
163	0
30	0
170	0
73	0
63	0
29	0
3	0
49	0
9	0
17	0
69	0
222	0
85	0
76	0
38	0
153	0
5	0
57	0
343	0
14	0
34	0
306	687
43	0
274	0
37	0
13	0
322	0
102	0
17	0
71	0
62	0
45	0
114	0
6	0
13	0
81	0
118	0
54	0
8	0
179	0
54	0
32	0
140	0
1102	0
89	0
36	0
102	0
336	0
70	0
24	0
42	0
44	0
89	0
49	0
23	0
466	2410
81	0
96	0
20	0
80	0
1208	0
0	7256
0	0
43	0
645	0
6	0
0	0
0	0
133	0
55	0
96	0
13	0
236	0
25	0
61	0
467	0
62	0
150	0
100	0
36	0
134	0
164	0
200	0
84	0
69	0
136	643
43	0
174	0
65	0
62	0
104	0
42	0
7	0
27	42
0	2
32	0
67	0
1	0
366	0
114	0
4	0
10	0
0	0
131	0
226	0
3558	0
174	0
163	0
64	0
73	0
0	0
371	0
25	0
41	0
2	6
45	0
440	0
30	0
271	0
251	0
46	0
132	0
35	0
1	0
0	0
74	0
179	0
47	0
361	0
194	0
372	0
97	0
113	0
39	0
42	0
109	0
6	0
84	0
46	0
125	0
495	4889
127	0
23	0
22	0
25	0
73	0
203	0
114	0
321	0
24	0
59	0
33	0
39	0
57	0
33	0
96	0
89	0
66	0
63	0
103	0
147	0
24	0
61	0
59	0
48	0
80	0
52	0
0	0
106	0
1915	0
104	0
16	21
928	0
77	0
54	0
142	0
147	0
35	0
57	0
0	0
39	0
57	0
0	0
57	0
65	0
427	0
44	0
332	0
33	0
45	0
167	0
85	0
241	0
37	0
112	0
19	0
61	0
165	0
243	0
123	0
134	0
157	0
1367	0
27	0
276	0
68	0
45	0
59	0
302	0
31	0
108	0
174	0
145	0
190	0
56	0
53	0
11	0
268	2
218	0
635	0
42	0
64	0
22	0
86	0
0	0
181	0
36	0
119	0
1380	0
291	0
28	0
52	0
6	0
430	0
123	0
40	0
58	0
76	0
67	0
347	0
99	0
66	0
4636	0
164	0
876	0
28	0
104	0
120	0
261	0
20	0
149	0
44	0
37	0
143	0
221	0
9	0
106	0
38	0
537	0
207	0
448	0
121	0
53	0
64	0
207	0
174	0
171	643
9	0
29	0
140	0
1	0
77	0
1447	0
11	0
20	0
180	28
0	45
71	0
40	0
19	0
52	17
91	3
37	90
79	0
56	0
109	0
157	0
96	0
28	0
60	0
17	0
169	0
89	0
1357	0
52	0
53	0
29	0
260	0
51	0
752	0
537	484
155	0
117	0
28	0
201	0
316	0
268	0
34	0
26	0
196	0
182	0
640	0
145	0
37	0
479	13
14	0
54	0
217	1
261	0
90	0
90	0
492	0
1280	0
121	0
51	0
69	0
122	0
67	0
192	0
85	0
13	0
468	0
301	0
52	0
61	0
191	0
218	0
295	0
24	0
225	1
44	0
110	0
76	0
14	0
163	0
136	0
41	0
66	0
222	0
90	0
45	0
82	0
59	0
1	0
279	0
154	0
115	0
45	0
156	0
34	0
490	0
87	0
185	0
1120	0
206	11
47	0
20	0
103	0
293	0
55	492
119	0
43	0
27	0
138	0
54	0
216	0
211	0
24	0
72	0
2	0
2	0
703	0
49	0
55	0
383	251
135	0
72	0
158	0
481	0
137	0
106	0
77	0
103	0
23	0
166	0
67	0
98	0
153	0
101	0
173	0
184	0
182	0
181	0
211	0
107	0
148	0
89	0
19	0
91	0
84	0
48	0
84	0
429	538
146	0
95	0
19	0
115	0
109	0
11	0
64	0
119	0
55	0
66	0
41	0
70	0
120	0
47	0
50	0
70	0
83	0
75	0
126	0
193	0
93	0
236	0
24	0
188	0
0	3
50	0
40	0
85	0
103	0
60	0
1	0
47	0
34	0
57	0
94	0
63	0
5668	0
301	1069
0	14
163	0
40	0
55	0
55	0
199	0
0	1
536	0
21	0
33	0
172	0
100	0
145	0
263	17
416	0
34	0
1	0
41	0
97	0
986	181
30	0
44	0
128	0
140	0
43	0
157	0
59	0
67	0
75	38
28	0
295	0
151	0
102	0
19	0
100	0
39	0
66	0
236	0
234	0
55	0
154	0
48	0
60	0
72	0
18	0
91	0
392	0
165	0
88	0
91	0
193	1
50	0
25	0
94	0
35	0
424	0
164	0
38	0
136	0
1137	0
100	0
20	0
100	0
354	0
114	0
249	0
218	0
58	0
1	0
264	0
216	0
134	0
22	0
49	0
168	0
0	0
908	0
14	0
334	0
120	0
109	0
188	0
163	0
63	0
59	0
322	63
36	0
44	0
24	0
76	0
50	0
36	0
65	0
280	0
173	0
76	0
641	0
280	0
49	0
78	0
143	0
522	0
157	0
240	0
91	0
214	0
230	153
0	0
28	0
1177	0
25	0
347	0
43	0
191	0
222	0
257	1
46	0
31	0
243	0
12	0
43	0
0	0
1264	0
66	0
657	0
110	0
48	0
79	0
116	0
68	0
24	0
53	0
182	0
37	0
161	0
166	0
376	0
790	0
0	0
5	0
31	0
185	0
2215	0
1177	0
0	0
285	0
315	0
161	0
154	0
392	0
1220	0
144	0
148	0
55	0
125	0
62	0
59	0
39	0
949	0
87	0
46	0
79	0
228	0
70	0
155	0
80	0
23	0
0	13
0	0
0	0
2	2
0	0
0	0
0	0
0	0
44	0
13	0
17	0
102	0
40	0
70	0
132	0
337	0
47	0
114	0
68	0
110	0
167	0
8	0
56	0
174	0
185	0
45	0
35	0
153	0
148	195
271	63
61	0
130	0
21	0
66	0
110	0
63	0
124	0
44	0
141	0
392	38
165	0
307	0
80	0
779	0
450	0
170	0
729	0
3249	0
411	0
156	0
87	0
44	0
20	0
5	0
746	16
186	16
27	0
104	0
216	0
165	0
112	0
620	0
67	0
114	0
44	0
65	0
67	0
319	0
174	0
290	0
380	0
50	0
79	1349
66	0
804	0
106	0
499	0
38	0
71	0
139	0
1313	0
333	0
138	0
58	0
33	0
53	0
110	0
434	4
40	0
44	0
