UniqueCount	AmbigCount
86	0
31	0
77	0
267	0
102	0
13	0
224	0
559	0
141	0
12	0
88	0
801	0
66	0
654	0
10	0
621	471
90	0
25	0
1520	0
841	0
2976	0
54	0
86	0
54	0
109	0
24	0
87	0
226	0
408	0
658	0
332	0
2315	0
0	0
1	1
808	3127
90	0
58	0
245	0
516	0
18	0
452	0
86	0
465	0
189	0
34	0
97	0
33	0
498	0
114	1
98	0
109	0
152	0
49	0
125	0
23	0
246	0
241	0
126	0
113	0
193	0
131	0
102	0
75	0
141	0
27	0
6	0
36	0
4	0
74	0
116	0
73	0
107	0
78	0
124	0
133	0
47	0
47	0
257	0
268	0
218	0
77	0
588	0
238	0
1113	315
15	0
98	0
133	0
327	0
58	0
1	0
5	1
1301	0
340	0
9	0
10	0
419	0
606	114
109	0
16	0
52	0
762	45
86	0
86	0
135	0
32	0
46	0
25	0
45	0
783	0
157	0
390	0
76	0
282	0
507	0
19	0
250	0
68	0
121	0
139	0
44	0
373	0
11	0
178	0
67	0
29	0
76	0
4461	0
153	0
71	0
63	0
86	0
6	0
42	0
158	0
89	0
73	0
174	0
346	0
100	0
221	0
79	0
31	0
95	0
121	0
49	0
110	0
116	0
153	0
54	0
93	0
35	0
166	0
47	0
70	0
159	0
43	0
586	0
109	0
142	0
194	0
11715	0
181	0
7	1
150	0
81	0
22	0
92	0
120	0
49	0
381	0
102	0
16	0
67	0
49	0
34	0
123	0
57	0
35	0
16	0
197	0
600	114
64	0
57	0
27	0
252	0
21	0
19	0
3139	0
0	8
53	0
97	0
29	0
58	0
69	0
152	0
272	0
648	0
27	0
170	0
989	0
36	0
0	1
1733	0
79	0
293	0
126	0
379	0
93	0
324	0
1341	0
76	0
0	0
127	0
245	0
225	0
44	0
13	0
59	0
88	0
356	0
68	0
241	0
929	0
100	0
268	0
944	0
66	0
244	0
137	0
138	0
109	0
96	0
42	0
76	0
31	0
1378	12
145	0
186	0
430	0
346	0
89	0
264	0
107	0
0	0
380	92
41	0
98	0
42	0
36	0
250	0
70	0
393	0
192	0
21	0
272	0
237	0
102	0
103	0
74	0
877	0
44	0
288	0
98	0
78	0
148	0
149	0
15	0
386	0
1002	25
143	0
549	301
164	0
80	0
900	0
62	0
38	0
99	0
143	0
31	0
38	0
2295	0
1	9
191	0
89	0
3035	0
82	0
77	0
94	0
135	0
78	0
34	0
111	0
174	0
31	0
150	0
23	0
162	0
31	0
1776	0
1207	0
2	1
0	5066
121	1062
32	0
0	1
3	11
14	0
89	0
1808	642
812	1273
117	0
115	2
127	0
45	0
12	0
133	0
133	0
130	0
101	0
0	11
0	2
354	0
848	0
75	1
20	0
87	0
300	0
63	0
112	0
725	0
179	0
467	0
184	0
39	0
242	0
124	0
3672	0
0	0
2	0
25	0
34	0
22	0
182	0
83	0
65	0
44	0
54	0
81	0
114	0
90	0
33	0
43	0
2182	0
67	0
409	0
66	0
91	0
177	0
154	0
88	0
65	0
123	0
23	0
139	0
83	0
156	0
280	0
64	0
54	0
96	0
49	0
5266	0
181	0
360	0
39	0
78	0
69	0
43	0
94	0
196	0
53	0
147	0
36	0
187	0
47	0
53	0
242	0
254	0
85	0
127	0
49	0
2	2
198	0
20	0
12	0
12	0
71	0
14	0
89	0
15	0
43	0
254	0
87	0
367	0
488	0
43	0
