UniqueCount	AmbigCount
24	0
13	0
63	0
93	0
182	0
21	0
140	0
514	0
105	0
28	0
111	0
432	0
43	0
623	0
1	0
254	204
90	0
14	0
663	0
1534	0
2943	0
75	0
83	0
28	0
40	0
16	0
87	0
202	0
455	0
759	0
189	0
1587	0
0	0
6	5
94	2098
134	0
58	0
210	0
742	0
19	0
244	0
227	0
365	0
287	4
119	0
31	0
51	0
92	0
87	0
62	0
71	0
156	0
31	0
159	0
15	0
157	0
371	0
79	0
330	0
358	0
124	0
192	0
26	0
34	0
20	0
5	0
16	0
2	0
63	0
69	0
45	0
69	0
41	0
161	0
59	0
24	0
32	0
311	0
628	0
181	0
52	0
236	0
279	0
506	104
16	0
115	0
83	0
159	0
97	0
1	0
5	4
393	0
81	0
10	0
6	0
255	0
2990	257
42	0
26	0
42	0
415	14
71	0
64	0
50	0
30	0
171	0
44	0
54	0
495	0
112	0
128	0
64	0
134	0
172	0
14	0
162	0
41	0
37	0
67	0
15	0
157	0
25	0
156	0
90	0
18	0
40	0
1138	0
132	0
45	0
50	0
118	0
15	0
53	0
114	0
56	0
47	0
207	0
707	0
62	0
101	0
81	0
30	0
118	0
95	0
28	0
93	0
141	0
167	0
89	0
22	0
18	0
186	0
47	0
14	0
32	0
64	0
822	0
97	0
118	0
310	0
6860	0
127	0
1	0
138	0
72	0
23	0
131	0
93	0
31	0
215	0
79	0
13	0
42	0
51	0
27	0
74	0
58	0
36	0
18	0
167	0
918	257
49	0
15	0
29	0
335	0
36	0
13	0
5248	0
0	8
60	0
138	0
18	0
49	0
42	0
116	0
342	0
255	0
19	0
390	0
815	0
15	0
0	4
3662	0
594	0
406	0
152	0
265	0
72	0
161	0
501	0
68	0
0	1
85	0
84	0
207	0
135	0
35	0
108	0
59	0
374	0
90	0
248	0
481	0
50	0
276	0
327	0
72	0
462	0
37	0
221	0
126	0
56	0
50	0
40	0
72	0
674	3
161	0
140	0
857	0
180	0
60	0
186	0
75	0
0	0
115	30
50	0
99	0
50	0
68	0
367	0
40	0
277	0
262	0
18	0
240	0
143	0
121	0
69	0
74	0
297	0
50	0
187	0
87	0
43	0
400	0
185	0
12	0
163	0
336	8
145	0
134	75
48	0
153	0
504	0
66	0
27	0
99	0
103	0
27	0
36	0
1084	0
0	9
234	0
64	0
969	0
40	0
30	0
136	0
107	0
53	0
19	0
101	0
94	0
63	0
138	0
38	0
182	0
14	0
545	0
97	0
0	0
0	6868
215	2198
21	0
0	1
0	12
15	0
63	0
667	265
130	267
146	0
105	5
59	0
33	0
20	0
161	0
98	0
111	0
113	0
2	12
0	3
245	0
353	0
97	0
29	0
111	0
180	0
89	0
123	0
529	0
76	0
219	0
141	0
48	0
92	0
55	0
988	0
1	0
2	0
71	0
44	0
24	0
120	0
73	0
52	0
37	0
17	0
80	0
149	0
128	0
46	0
21	0
1691	0
56	0
230	0
198	0
61	0
45	0
33	0
61	0
41	0
43	0
14	0
62	0
53	0
110	0
356	0
57	0
41	0
107	0
89	0
149	0
131	0
246	0
36	0
65	0
47	0
25	0
55	0
189	0
40	0
147	0
26	0
306	0
32	0
22	0
91	0
196	0
116	0
87	0
30	0
1	2
257	0
40	0
6	0
15	0
58	0
15	0
68	0
18	0
20	0
132	0
30	0
76	0
258	0
59	0
5	0
20	23
17	0
0	0
0	0
0	11
79	274
150	0
1479	0
646	0
407	0
201	0
32	0
63	0
17	0
2	0
4	0
116	0
88	0
524	0
251	0
239	0
0	0
474	0
25	0
127	0
86	0
35	0
140	0
591	0
837	0
347	0
88	0
67	0
108	0
14	0
23	0
40	0
88	0
2190	0
30	0
126	0
359	0
42	0
25	0
112	0
65	39
48	39
103	0
74	0
34	0
59	0
494	0
269	0
580	0
57	0
174	0
123	0
50	0
44	0
24	0
35	0
11	0
146	0
333	0
23	0
50	15
82	0
213	0
73	0
32	0
405	0
0	1
209	0
201	0
208	0
99	0
71	0
221	0
216	0
246	0
1	0
508	0
41	0
867	0
64	0
52	0
31	0
265	0
110	0
72	0
102	0
436	172
1459	1235
126	0
96	0
120	0
654	0
116	0
317	0
193	0
623	0
12	0
201	0
110	0
167	0
39	0
121	0
96	0
270	0
514	0
63	0
88	0
27	0
97	0
42	0
201	0
56	0
68	0
52	0
63	0
13	0
0	0
28	0
16	0
24	0
194	0
206	0
54	0
63	0
47	0
119	0
3	0
28	0
289	0
47	0
133	0
115	322
34	0
122	0
15	0
13	0
142	0
60	0
7	0
44	0
114	0
108	0
24	0
2	0
10	0
21	0
218	0
38	0
35	0
139	0
72	0
77	0
203	0
465	0
73	0
34	0
83	0
468	0
50	0
20	0
47	0
30	0
78	0
116	0
36	0
912	3909
72	0
61	0
23	0
161	0
543	0
0	11047
0	0
58	0
1447	0
5	0
0	0
1	0
219	0
69	0
81	0
14	0
425	0
20	0
25	0
160	0
93	0
147	0
63	0
42	0
143	0
282	0
93	0
56	0
185	0
131	489
81	0
682	0
148	0
63	0
328	0
38	0
17	0
78	57
0	0
17	0
64	0
6	0
451	0
206	0
5	0
5	0
0	5
108	0
51	0
617	0
113	0
66	0
38	0
78	0
0	0
650	0
43	0
21	0
0	13
45	0
305	0
35	0
561	0
281	0
75	0
221	0
8	0
1	0
0	0
61	0
166	0
45	0
858	0
238	0
298	0
189	0
105	0
76	0
69	0
131	0
1	0
53	0
45	0
139	0
1656	15346
56	0
18	0
37	0
42	0
72	0
71	0
159	0
497	0
26	0
129	0
22	0
9	0
61	0
48	0
59	0
130	0
46	0
157	0
42	0
194	0
97	0
201	0
41	0
82	0
98	0
14	0
0	0
98	0
718	0
52	0
23	33
344	0
126	0
28	0
280	0
124	0
32	0
45	0
0	0
19	0
37	0
0	0
41	0
72	0
412	0
54	0
389	0
44	0
26	0
161	0
102	0
772	0
18	0
116	0
34	0
52	0
90	0
189	0
140	0
174	0
136	0
860	0
78	0
116	0
38	0
46	0
63	0
169	0
8	0
75	0
151	0
186	0
390	0
20	0
48	0
20	0
54	3
14	0
1622	0
13	0
97	0
28	0
77	0
0	0
88	0
24	0
279	0
1309	0
451	0
75	0
83	0
11	0
341	0
143	0
21	0
9	0
64	0
83	0
230	0
46	0
95	0
2180	0
75	0
523	0
23	0
137	0
301	0
479	0
24	0
111	0
32	0
105	0
155	0
81	0
12	0
52	0
40	0
312	0
606	0
376	0
166	0
30	0
64	0
234	0
77	0
112	489
13	0
88	0
126	0
14	0
218	0
2649	0
20	0
17	0
107	11
0	35
29	0
23	0
22	0
54	14
123	9
29	85
130	0
154	0
108	0
49	0
44	0
110	0
35	0
8	0
112	0
94	0
74	0
59	0
27	0
34	0
350	0
59	0
283	0
275	255
202	0
213	0
55	0
77	0
299	0
182	0
52	0
26	0
42	0
142	0
535	0
125	0
23	0
357	8
14	0
28	0
252	4
774	0
114	0
27	0
383	0
1219	0
101	0
28	0
58	0
204	0
128	0
651	0
64	0
36	0
299	0
320	0
48	0
40	0
158	0
259	0
247	0
15	0
208	4
34	0
64	0
48	0
42	0
62	0
143	0
27	0
73	0
164	0
60	0
87	0
102	0
128	0
0	0
497	0
187	0
160	0
66	0
150	0
38	0
455	0
77	0
111	0
591	0
93	12
81	0
83	0
225	0
147	0
39	214
93	0
61	0
15	1
60	0
28	0
99	0
140	0
22	0
151	0
1	0
7	0
829	0
39	0
278	0
155	99
104	0
179	0
284	0
813	0
281	0
572	0
69	0
145	0
26	0
193	0
32	0
112	0
142	0
119	0
84	0
117	0
300	0
196	0
397	0
37	0
98	0
146	0
43	0
64	0
49	0
65	0
74	0
326	378
277	0
52	0
20	0
149	0
129	0
24	0
27	0
88	0
22	0
127	0
65	0
106	0
80	0
37	0
77	0
53	0
143	0
92	0
63	0
130	0
105	0
104	0
19	0
264	0
2	12
63	0
37	0
49	0
83	0
68	0
0	0
42	0
39	0
69	0
31	0
40	0
326	0
22	76
0	13
70	0
100	0
36	0
17	0
64	0
0	2
1071	0
53	0
51	0
115	0
283	0
45	0
128	9
906	0
207	0
20	0
45	0
93	0
619	98
42	0
25	0
22	0
47	0
38	0
470	0
20	0
91	0
60	32
41	0
433	0
96	0
125	0
20	0
160	0
30	0
54	0
562	0
146	0
60	0
148	0
54	0
78	0
51	0
36	0
81	0
636	0
377	0
55	0
126	0
115	0
38	0
21	0
452	0
25	0
272	0
236	0
69	0
113	0
272	0
82	0
14	0
98	0
476	0
20	0
369	0
168	0
145	0
6	0
409	0
107	0
146	0
24	0
31	0
69	0
7	0
44	0
13	0
343	0
153	0
44	0
394	0
114	0
69	0
92	0
175	30
4	0
15	0
31	0
125	0
37	0
93	0
48	0
269	0
130	0
113	0
417	0
306	0
59	0
137	0
207	0
227	0
87	0
403	0
11	0
228	0
128	88
0	0
54	0
2667	1
32	0
248	0
31	0
153	0
207	0
195	1
31	0
35	0
203	0
10	0
31	0
0	0
48	0
57	0
232	0
62	0
31	0
28	0
236	0
55	0
35	0
47	0
58	0
21	0
53	0
388	0
764	0
229	0
1	0
3	0
33	0
362	0
1562	0
279	0
0	0
118	0
1110	0
379	0
109	0
209	0
241	0
65	0
62	0
37	0
122	0
79	0
61	0
30	0
438	0
55	0
91	0
61	0
396	0
45	0
65	0
72	0
38	0
0	12
0	0
0	0
5	3
0	0
0	0
0	0
0	0
58	0
5	0
73	0
849	0
45	0
130	0
27	0
357	0
76	0
114	0
46	0
84	0
76	0
15	0
69	0
237	0
495	0
40	0
115	0
73	0
127	144
61	30
38	0
129	0
54	0
56	0
115	0
73	0
70	0
16	0
164	0
204	16
127	0
254	0
50	0
1180	0
452	0
86	0
672	0
1070	0
502	0
357	0
284	0
39	0
45	0
4	0
178	2
30	2
10	0
107	0
159	0
172	0
209	0
545	0
101	0
42	0
38	0
74	0
28	0
131	0
179	0
337	0
159	0
68	0
101	1466
76	0
290	1
118	0
430	0
62	0
117	0
53	0
918	0
448	0
109	0
96	0
33	0
39	0
58	0
285	2
28	0
46	0
128	0
3523	0
62	0
235	0
195	0
86	0
150	0
120	0
16	0
43	0
74	0
224	0
165	0
0	0
169	0
101	0
39	0
207	0
31	0
140	0
361	0
117	0
36	0
59	0
83	0
88	0
21	0
72	0
73	0
289	0
83	0
262	0
103	0
123	0
605	0
161	0
179	0
107	0
114	0
36	0
65	0
114	0
49	0
87	0
179	0
21	0
51	0
76	0
97	0
55	0
109	0
24	0
38	0
165	0
86	0
263	0
130	0
120	0
32399	13891
139	0
308	0
40	0
415	0
102	0
38	0
336	0
62	0
19	0
117	0
35	0
54	0
30	0
150	0
121	0
277	0
184	0
16	0
90	0
7626	0
120	10
197	322
171	0
49	0
54	0
42	0
158	0
118	0
128	0
159	0
132	0
63	0
372	0
121	0
514	0
249	0
125	0
31	0
405	0
39	0
383	0
35	0
28	0
194	0
341	0
312	0
106	0
120	0
329	0
16	0
149	0
110	0
450	0
186	0
25	0
19	0
84	0
51	0
602	0
402	1127
0	0
3	0
285	0
96	0
44	0
99	0
67	0
176	0
81	0
138	0
408	0
119	0
14	0
105	0
96	0
54	0
67	0
62	0
58	0
440	0
582	0
109	0
100	0
189	0
472	0
55	0
108	0
311	0
198	0
255	0
47	0
88	0
40	0
29	0
114	0
201	0
50	0
40	0
113	0
226	0
103	0
166	0
146	0
15	0
51	0
185	0
49	0
99	0
91	0
212	0
281	0
47	0
953	0
86	0
125	0
497	0
99	0
143	0
86	0
15	0
106	0
85	0
16	0
64	0
105	0
2	0
75	0
231	0
94	0
6	0
44	0
42	0
48	0
73	0
104	0
74	0
285	0
57	0
62	0
10	0
61	88
164	53
44	0
236	0
204	0
194	0
117	0
21	0
49	0
170	0
44	0
97	0
67	0
248	0
19	0
37	0
0	0
54	0
140	0
124	0
143	0
69	0
20	0
64	0
13	0
179	0
129	0
77	17
0	35
38	0
53	186
85	0
32	0
27	0
911	0
20	0
89	0
168	0
143	0
17	0
10	0
224	0
59	0
104	0
329	0
129	0
149	0
177	0
111	0
313	0
48	0
73	0
407	0
77	0
48	0
52	0
96	0
394	0
281	0
198	0
52	0
87	0
249	0
287	0
212	102
381	9
249	0
65	0
78	0
111	0
4	0
181	0
390	0
191	0
99	0
174	0
173	0
0	0
0	10553
26	0
344	0
87	0
154	0
120	0
112	0
99	0
13	0
97	0
32	0
82	0
131	0
121	0
303	0
43	0
13	0
132	0
96	0
220	0
487	0
35	0
34	0
19	0
178	0
57	0
99	0
39	0
17	0
590	0
166	0
103	0
54	0
115	0
166	1
181	0
728	0
46	0
687	0
160	0
199	0
62	0
171	0
58	0
101	0
41	0
36	0
66	0
84	0
95	0
113	0
289	0
6	0
800	0
97	0
60	0
98	0
1068	0
520	0
67	0
1	0
84	21
13	0
89	0
41	0
263	0
69	0
80	0
98	0
516	0
649	0
60	0
72	0
50	0
453	0
195	0
284	0
19	0
43	0
39	0
62	0
346	0
48	0
99	0
222	0
61	0
148	0
20	0
41	0
101	0
65	0
77	0
66	0
37	0
43	0
315	0
91	0
18	0
66	0
2	0
38	0
42	0
101	0
70	0
412	0
455	0
1485	0
785	0
103	0
121	0
89	0
95	0
3729	0
658	0
593	0
151	0
14	0
211	0
27	0
224	0
147	0
39	0
37	0
310	20
22	0
72	0
125	0
0	0
182	0
64	0
0	10996
81	0
48	0
143	0
114	0
262	0
77	0
37	0
41	0
264	0
151	0
26	0
87	0
75	0
134	0
15	0
51	0
26	0
59	0
124	0
141	0
265	0
45	0
167	0
96	0
12	0
54	0
61	0
53	0
139	0
37	0
41	0
94	0
58	0
64	0
641	0
85	0
97	0
38	0
7	0
102	0
55	0
44	3
166	0
780	0
270	0
52	0
79	0
79	0
85	0
56	0
235	0
719	95
154	0
36	0
153	0
234	0
0	1148
1	21
96	0
26	0
166	0
23	0
54	0
17	0
1616	0
52	0
52	0
219	0
692	0
38	0
145	0
1012	0
129	0
57	0
15	0
96	0
47	0
99	0
137	0
662	0
62	0
62	0
499	0
215	0
17	0
70	0
78	0
615	3
28	0
144	3
14	0
292	0
92	0
59	0
473	0
99	0
119	0
134	0
13	0
505	0
143	0
18	0
3	0
282	0
85	0
220	0
67	0
571	0
35	0
258	0
30	0
122	0
20	0
65	0
58	0
235	0
120	0
83	0
148	0
78	0
31	0
56	0
215	0
38	0
254	0
178	0
41	0
33	0
66	0
66	0
187	0
1238	0
563	0
103	0
25	0
372	0
32	0
255	144
22	0
32	0
124	174
1	0
168	0
195	0
56	0
39	0
35	0
108	0
7	0
117	0
121	0
85	0
105	0
126	0
141	0
19	0
180	0
111	0
85	0
63	0
169	0
126	0
391	0
114	0
403	40
86	0
43	0
49	0
60	0
67	0
49	0
62	0
73	0
129	0
1658	0
30	0
75	0
27	0
10	0
63	0
232	0
115	0
41	0
137	0
280	0
74	0
81	0
98	0
1	0
112	0
156	0
166	0
54	0
53	0
3156	0
25	0
29	0
248	0
87	0
341	0
31	0
222	0
80	0
395	0
152	0
145	0
2	0
87	0
167	0
62	0
76	0
85	0
303	0
67	0
119	0
57	0
67	0
69	0
98	0
109	0
148	0
192	0
36	0
105	0
27	0
144	0
81	0
138	0
105	0
169	0
93	0
115	0
277	0
6185	2329
13	2253
81	2253
240	0
0	10241
59	0
189	0
89	0
32	0
410	0
277	0
103	0
79	0
46	0
87	0
129	0
116	0
310	0
52	0
44	0
42	0
282	0
120	0
27	0
35	0
56	0
53	0
133	0
56	0
108	0
253	0
45	15
103	0
270	0
91	0
10	0
112	0
255	0
274	0
58	0
48	0
162	0
64	0
53	0
387	0
287	0
83	0
86	0
141	0
1973	0
96	0
145	0
69	0
71	0
43	0
31	0
281	0
341	0
33	0
57	0
34	0
182	0
172	0
123	0
269	0
216	0
47	0
33	0
114	0
44	0
148	0
52	0
301	0
525	0
157	0
193	0
66	0
582	0
165	0
160	0
41	0
332	0
43	0
152	0
223	0
444	0
119	0
59	0
804	0
10	1023
388	0
62	0
53	0
50	0
199	0
1592	0
59	0
454	0
57	0
78	0
157	0
44	0
39	0
126	0
145	0
78	0
102	0
41	0
61	0
99	0
57	0
165	0
51	0
45	0
337	0
99	0
27	0
124	0
23	0
168	0
716	0
0	0
260	0
36	0
13	0
11	0
37	0
201	0
69	0
101	0
18	0
50	0
314	0
128	0
149	0
53	0
176	0
106	0
106	0
74	0
22	0
315	0
347	0
316	0
65	0
22	0
234	0
235	168
156	0
35	0
42	0
0	0
80	0
106	0
37	0
76	0
48	0
27	0
4	0
142	0
157	14
254	0
54	0
74	0
635	0
58	0
48	0
46	0
18	0
263	0
109	0
396	0
116	0
146	0
294	0
56	0
47	0
72	0
91	0
27	0
211	0
37	0
18	0
97	0
398	0
16	0
940	0
36	0
134	0
159	0
105	0
111	0
17	0
43	0
75	0
398	0
197	0
54	59
93	0
61	0
202	0
172	0
200	0
104	0
26	0
1316	442
229	0
34	0
22	0
56	0
469	0
72	0
85	0
263	0
37	0
326	0
840	0
164	0
2204	0
98	0
160	0
190	223
75	223
85	0
113	0
27	0
77	0
114	4
46	0
291	0
61	0
130	0
12	0
28	0
122	0
26	0
243	0
62	0
65	0
239	0
37	0
152	0
98	0
174	0
84	0
3	0
267	32
420	121
130	0
117	0
17	0
64	0
60	0
115	0
18	0
30	0
10	0
101	0
47	0
282	0
106	0
43	0
34	0
218	0
160	0
18	0
82	0
29	104
241	0
150	0
0	0
297	0
14	0
691	0
81	0
88	0
44	0
21	0
51	0
442	0
139	0
600	0
23	0
49	0
224	0
159	0
309	0
2	0
182	0
173	0
147	0
40	0
45	0
16	0
23	0
25	0
194	0
111	0
1260	0
350	0
1288	0
35	0
318	0
29	0
567	0
252	0
204	0
57	0
14	0
39	0
51	0
153	0
87	0
43	0
218	0
73	0
165	0
51	0
41	0
95	0
26	0
130	0
25	0
104	0
93	0
56	0
74	0
89	0
34	0
236	0
141	0
28	0
73	0
40	0
175	0
0	1
178	0
175	0
16	0
68	0
88	0
98	0
274	0
73	0
62	0
58	0
72	0
0	0
275	0
62	0
192	0
86	0
417	0
93	0
23	0
90	0
47	0
110	0
119	0
237	0
153	0
17	0
8	0
68	0
1237	0
50	0
60	0
452	0
33	0
77	0
178	0
247	4
99	4
166	0
113	0
151	0
25	0
198	0
225	0
412	0
39	0
79	0
346	0
87	0
216	0
46	0
167	0
84	0
33	0
25	0
253	0
216	0
90	0
29	0
140	0
71	0
54	0
69	0
273	174
133	0
105	144
25	0
1136	0
75	0
150	0
120	0
60	0
185	0
227	0
17	0
18	0
40	0
62	0
666	0
19	0
60	0
7	0
323	0
166	0
32	0
204	0
62	0
31	0
951	0
57	0
48	18
145	0
285	0
1	0
446	0
10	0
70	0
54	0
404	98
9	0
186	0
56	0
104	0
101	0
111	0
762	0
76	0
946	0
284	9
202	0
485	0
220	0
12	0
129	0
41	0
31	0
411	0
49	0
21	0
94	0
51	0
122	0
119	0
593	0
132	0
90	0
34	0
41	0
33	0
86	0
181	0
783	0
39	0
49	0
249	0
169	0
35	0
94	0
28	0
34	0
59	0
187	0
129	0
39	0
14	0
50	0
124	0
100	0
470	0
72	0
47	0
561	0
166	0
81	0
72	0
98	0
333	0
91	0
976	0
66	0
474	0
719	0
81	2076
3275	1148
80	0
133	0
15	0
107	0
69	0
67	0
210	0
10	0
275	0
493	3
32	0
142	0
113	0
0	0
64	0
322	0
178	0
20	0
59	0
392	0
63	0
186	0
87	0
149	0
23	0
32	0
47	0
20	0
510	0
226	0
856	0
144	0
125	34
43	0
3	0
1	0
2	0
137	0
1000	0
280	0
18	0
25	0
486	0
3	6
390	0
99	0
148	0
127	0
89	0
35	0
68	0
102	0
43	0
723	0
419	0
622	5
219	0
37	0
11	0
449	0
89	0
339	0
1776	0
2	0
136	0
187	0
91	0
156	0
40	0
27	0
109	0
105	0
206	0
12	6
8	85
6	343
199	0
172	0
172	0
3	5
780	0
383	0
47	0
160	0
235	0
36	0
43	0
16	0
36	0
50	0
91	0
89	0
49	0
109	0
277	0
26	0
343	0
204	0
7	0
732	0
16084	0
99	0
33	0
40	0
408	0
61	0
26	0
5866	0
184	0
42	0
176	0
39	0
71	0
113	0
141	0
386	144
362	0
457	0
20	0
97	0
120	0
182	0
62	0
104	0
5	0
243	0
9	0
73	0
123	0
72	0
282	0
172	0
22	0
56	0
230	0
109	0
188	0
116	0
29	0
12	0
32	0
222	0
23	0
337	0
907	0
90	0
301	0
31	0
60	0
277	0
201	0
132	0
71	0
53	0
215	0
27	0
89	0
7	0
28	0
1	0
166	0
92	0
25	0
13	0
104	0
80	0
28	40
6636	0
63	0
8	0
539	0
77	0
177	0
42	0
73	0
24	0
136	0
686	0
62	0
42	0
311	0
68	0
48	0
45	0
74	0
21	0
23	0
170	0
51	0
58	0
134	0
16	0
43	0
80	0
479	0
185	0
296	0
76	0
73	0
2018	0
262	0
247	0
67	871
79	0
114	0
17	0
62	0
143	0
998	0
196	0
87	0
292	8
78	0
78	0
54	0
67	0
56	0
231	0
63	0
126	0
